Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Applicant_Age,Loan_Status
Female,Yes,3+,Not Graduate,No,6831,3829,700,360,1.0,Urban,38,N
Female,Yes,0,Graduate,Yes,6418,3069,700,240,1.0,Urban,51,N
Male,Yes,0,Graduate,No,8698,2794,700,360,1.0,Semiurban,43,N
Female,No,0,Graduate,No,8588,3058,700,360,1.0,Rural,52,N
Female,No,1,Not Graduate,No,5872,4221,700,360,0.0,Urban,57,N
Female,No,0,Graduate,No,8277,3038,700,360,1.0,Urban,52,N
Male,No,3+,Not Graduate,No,5626,2206,700,360,1.0,Rural,21,N
Male,No,0,Not Graduate,No,5626,4875,700,360,1.0,Urban,48,N
Male,Yes,2,Graduate,No,9050,3763,700,360,1.0,Urban,52,N
Male,Yes,0,Graduate,No,7526,0,700,240,0.0,Semiurban,39,N
Male,Yes,0,Graduate,No,6519,2120,700,360,1.0,Rural,39,N
Male,Yes,0,Not Graduate,No,9903,2534,700,360,1.0,Semiurban,24,N
Male,No,0,Not Graduate,No,7099,2962,700,120,1.0,Semiurban,37,N
Female,Yes,0,Not Graduate,No,8277,0,700,360,1.0,Urban,22,N
Male,No,3+,Graduate,No,11425,5076,700,360,1.0,Urban,30,Y
Male,Yes,0,Graduate,No,8958,3645,700,180,0.0,Urban,26,N
Male,No,1,Graduate,No,8176,4802,700,360,1.0,Semiurban,26,N
Male,Yes,0,Graduate,No,9685,0,700,360,1.0,Semiurban,43,N
Male,Yes,0,Graduate,No,8051,0,700,180,1.0,Rural,63,N
Male,No,1,Not Graduate,No,6852,3612,700,360,1.0,Semiurban,23,N
Male,Yes,0,Graduate,No,11254,0,700,360,1.0,Urban,48,N
Male,Yes,3+,Not Graduate,No,6838,6264,700,360,1.0,Urban,49,N
Male,Yes,2,Graduate,No,6914,3697,700,360,1.0,Rural,23,N
Male,Yes,0,Graduate,No,6133,3545,700,360,1.0,Semiurban,35,N
Female,Yes,1,Graduate,No,3863,0,700,360,1.0,Rural,48,N
Male,Yes,0,Graduate,No,9110,6669,700,240,1.0,Rural,52,N
Male,Yes,2,Not Graduate,No,5840,5816,700,360,1.0,Urban,26,N
Male,Yes,2,Graduate,No,12214,0,700,240,1.0,Rural,25,N
Male,Yes,2,Graduate,Yes,6361,2426,700,360,1.0,Semiurban,28,N
Male,No,0,Not Graduate,No,7597,0,700,360,0.0,Urban,63,N
Male,No,0,Not Graduate,No,8268,0,700,360,1.0,Urban,36,N
Female,Yes,1,Graduate,No,6462,0,700,360,0.0,Semiurban,57,N
Male,Yes,3+,Graduate,Yes,7746,3264,700,360,1.0,Urban,34,Y
Male,Yes,3+,Graduate,No,5698,0,700,360,1.0,Semiurban,22,N
Female,No,0,Graduate,No,6498,3050,700,180,1.0,Semiurban,38,N
Female,No,2,Graduate,No,5812,3524,700,360,1.0,Urban,31,N
Male,No,3+,Not Graduate,Yes,7339,0,700,360,1.0,Semiurban,43,N
Male,Yes,0,Graduate,No,6237,2614,700,360,1.0,Semiurban,31,N
Male,Yes,2,Graduate,No,9439,0,700,360,1.0,Rural,23,N
Male,Yes,0,Graduate,No,10390,3871,700,360,1.0,Semiurban,40,Y
Male,Yes,0,Not Graduate,No,7550,0,700,240,1.0,Urban,30,N
Male,Yes,0,Graduate,No,5455,0,700,360,1.0,Semiurban,37,N
Female,Yes,1,Graduate,No,8529,2155,700,360,1.0,Semiurban,42,N
Male,No,2,Graduate,No,8398,4212,700,180,1.0,Rural,45,N
Male,Yes,1,Graduate,No,8281,0,700,360,0.0,Urban,62,N
Male,No,0,Graduate,No,5415,0,700,360,1.0,Urban,28,N
Female,Yes,0,Graduate,No,7834,3045,700,180,1.0,Urban,47,N
Male,No,1,Graduate,No,9184,3016,700,360,1.0,Semiurban,36,Y
Female,No,1,Graduate,Yes,6112,2859,700,120,1.0,Rural,49,N
Male,No,1,Graduate,No,7715,0,700,360,1.0,Rural,52,N
Male,No,0,Not Graduate,No,7236,0,700,360,1.0,Semiurban,30,N
Male,No,2,Graduate,No,5219,0,700,360,1.0,Urban,27,N
Male,Yes,3+,Not Graduate,No,8208,3519,700,360,1.0,Rural,46,N
Male,Yes,1,Graduate,No,6600,0,700,360,1.0,Urban,51,N
Male,No,2,Not Graduate,No,5956,2105,700,360,1.0,Urban,47,N
Male,No,3+,Graduate,No,7299,3897,700,360,1.0,Urban,24,N
Female,No,1,Graduate,Yes,7849,2658,700,360,1.0,Rural,41,N
Male,Yes,1,Graduate,No,7989,0,700,360,1.0,Semiurban,30,N
Male,Yes,2,Graduate,No,6336,0,700,360,1.0,Urban,54,N
Male,No,0,Not Graduate,No,6926,6592,700,360,1.0,Urban,52,Y
Female,No,1,Graduate,No,7670,0,700,360,1.0,Semiurban,28,N
Female,Yes,2,Graduate,No,4943,4099,700,360,1.0,Semiurban,32,N
Male,Yes,0,Graduate,No,4634,3220,700,360,1.0,Semiurban,64,N
Male,Yes,3+,Graduate,Yes,6099,2814,700,360,1.0,Urban,45,N
Male,Yes,1,Graduate,No,6440,0,700,360,1.0,Semiurban,28,N
Female,Yes,0,Graduate,No,5334,4118,700,360,1.0,Urban,43,N
Female,Yes,1,Graduate,No,6366,3386,700,360,1.0,Urban,53,N
Male,No,0,Not Graduate,No,5410,0,700,360,1.0,Semiurban,48,N
Male,Yes,2,Graduate,No,5432,3040,700,360,0.0,Semiurban,62,N
Male,Yes,0,Graduate,No,4389,2190,700,360,1.0,Semiurban,28,N
Male,No,3+,Graduate,No,11407,4367,700,360,1.0,Urban,45,Y
Female,No,1,Graduate,No,7477,0,700,360,1.0,Urban,41,N
Male,No,1,Not Graduate,No,6940,4069,700,360,1.0,Semiurban,63,N
Male,Yes,3+,Not Graduate,No,8337,3495,700,360,1.0,Semiurban,23,N
Female,No,0,Graduate,No,5706,3041,700,360,1.0,Semiurban,30,N
Female,Yes,2,Not Graduate,Yes,6105,3150,700,360,1.0,Rural,40,N
Male,No,0,Graduate,No,6463,0,700,360,1.0,Urban,57,N
Female,Yes,2,Not Graduate,Yes,7061,0,700,360,1.0,Rural,52,N
Male,Yes,1,Graduate,No,6803,0,700,360,1.0,Semiurban,30,N
Female,Yes,3+,Graduate,No,7223,2408,700,360,1.0,Semiurban,42,N
Female,Yes,3+,Graduate,No,9305,2013,700,360,1.0,Urban,47,N
Male,No,0,Graduate,No,7508,0,700,360,0.0,Urban,54,N
Female,Yes,0,Graduate,Yes,9638,4483,700,360,1.0,Semiurban,46,Y
Female,Yes,1,Graduate,No,5268,3269,700,180,0.0,Semiurban,24,N
Male,Yes,1,Graduate,No,8096,2182,700,120,1.0,Urban,22,N
Male,Yes,0,Graduate,No,5846,3664,700,360,1.0,Rural,27,N
Female,No,0,Graduate,No,6784,0,700,360,1.0,Rural,44,N
Male,No,1,Graduate,No,7901,3587,700,120,1.0,Semiurban,38,N
Male,No,0,Not Graduate,No,6194,0,700,360,0.0,Rural,27,N
Female,Yes,3+,Graduate,No,7405,3766,700,360,1.0,Rural,25,N
Female,Yes,2,Graduate,No,5992,5956,700,360,1.0,Semiurban,41,N
Male,Yes,2,Graduate,No,5100,4466,700,360,0.0,Urban,57,N
Male,Yes,0,Graduate,Yes,7455,1915,700,360,1.0,Rural,44,N
Male,Yes,0,Graduate,Yes,7360,0,700,360,1.0,Rural,51,N
Male,No,1,Graduate,No,4537,0,700,360,1.0,Semiurban,56,N
Male,Yes,3+,Graduate,Yes,6514,1919,700,360,1.0,Semiurban,46,N
Female,Yes,0,Graduate,No,6210,4310,700,120,1.0,Semiurban,48,N
Male,Yes,0,Graduate,No,6852,0,700,360,1.0,Semiurban,59,N
Male,Yes,0,Not Graduate,No,6508,3488,700,360,1.0,Semiurban,52,N
Male,No,1,Not Graduate,No,7303,0,700,360,1.0,Semiurban,36,N
Female,Yes,1,Graduate,No,7054,0,700,360,1.0,Rural,58,N
Male,Yes,0,Graduate,No,5535,0,700,360,1.0,Rural,56,N
Male,Yes,0,Not Graduate,No,5831,4038,700,360,1.0,Rural,24,N
Male,No,1,Not Graduate,No,9915,0,700,180,1.0,Semiurban,39,N
Male,No,0,Not Graduate,No,9545,2475,700,360,1.0,Semiurban,37,N
Male,No,1,Graduate,No,5873,0,700,360,1.0,Rural,54,N
Male,Yes,2,Graduate,No,6532,2844,700,360,1.0,Rural,49,N
Male,Yes,1,Graduate,No,7051,2644,700,240,1.0,Urban,64,N
Male,Yes,1,Not Graduate,No,8078,3547,700,360,1.0,Rural,23,N
Male,No,3+,Not Graduate,No,4248,0,700,360,1.0,Rural,46,N
Male,No,3+,Graduate,No,7533,2137,700,360,1.0,Rural,42,N
Male,No,0,Graduate,No,10367,2882,700,360,1.0,Urban,35,N
Male,Yes,0,Graduate,No,6413,0,700,360,1.0,Semiurban,63,N
Male,No,2,Not Graduate,No,6042,2273,700,180,0.0,Semiurban,52,N
Male,Yes,0,Graduate,No,8270,3696,700,360,1.0,Semiurban,31,Y
Female,No,3+,Graduate,No,7190,0,700,360,1.0,Semiurban,37,N
Male,Yes,0,Graduate,No,6057,0,700,360,1.0,Rural,44,N
Male,Yes,3+,Graduate,Yes,5645,0,700,360,1.0,Rural,21,N
Male,Yes,1,Graduate,No,5920,2943,700,360,1.0,Semiurban,44,N
Female,Yes,2,Not Graduate,No,6205,3452,700,360,1.0,Urban,41,N
Female,Yes,0,Graduate,No,5549,0,700,360,0.0,Urban,51,N
Male,No,3+,Graduate,Yes,10979,3097,700,360,1.0,Rural,26,Y
Male,Yes,0,Graduate,Yes,5860,0,700,360,1.0,Semiurban,39,N
Male,Yes,0,Graduate,No,6998,3266,700,360,0.0,Rural,40,N
Male,Yes,0,Graduate,No,7150,0,700,180,1.0,Urban,28,N
Male,Yes,3+,Graduate,No,9415,2596,700,360,0.0,Urban,44,N
Female,No,0,Graduate,No,5972,3694,700,360,1.0,Semiurban,50,N
Male,Yes,1,Not Graduate,No,7243,0,700,240,1.0,Semiurban,63,N
Female,Yes,1,Graduate,No,6763,0,700,360,1.0,Rural,62,N
Male,No,3+,Graduate,No,5877,3812,700,360,0.0,Rural,58,N
Female,No,1,Graduate,No,7991,1910,700,360,0.0,Urban,35,N
Female,Yes,1,Not Graduate,No,5052,2841,700,360,1.0,Semiurban,40,N
Male,No,2,Not Graduate,No,6150,2305,700,360,1.0,Rural,21,N
Male,No,2,Graduate,No,6952,0,700,360,1.0,Semiurban,55,N
Male,No,0,Graduate,No,7678,3691,700,360,1.0,Rural,22,N
Male,Yes,0,Graduate,No,8539,0,700,360,1.0,Urban,32,N
Male,No,0,Graduate,No,5454,4065,700,360,0.0,Rural,45,N
Male,Yes,0,Graduate,No,7042,0,700,360,0.0,Semiurban,32,N
Male,Yes,0,Graduate,No,6485,3179,700,360,0.0,Semiurban,49,N
Female,Yes,1,Graduate,No,6996,0,700,360,1.0,Semiurban,47,N
Male,Yes,3+,Graduate,No,8427,0,700,240,0.0,Rural,40,N
Female,No,0,Not Graduate,No,4760,2790,700,360,1.0,Rural,38,N
Male,Yes,2,Graduate,No,5307,0,700,360,1.0,Urban,23,N
Female,Yes,1,Not Graduate,No,11022,0,700,360,1.0,Urban,39,N
Male,Yes,0,Graduate,No,4510,2646,700,360,1.0,Urban,56,N
Male,Yes,1,Graduate,No,9035,4502,700,120,1.0,Semiurban,47,N
Female,No,3+,Graduate,No,8290,3782,700,360,1.0,Urban,44,Y
Male,Yes,0,Graduate,No,7857,3830,700,360,1.0,Rural,30,N
Female,Yes,1,Graduate,No,6179,0,700,240,1.0,Semiurban,52,N
Male,No,0,Graduate,No,5855,0,700,360,1.0,Semiurban,60,N
Male,No,0,Graduate,No,7040,2646,700,240,1.0,Rural,56,N
Male,Yes,1,Not Graduate,No,5189,0,700,240,1.0,Semiurban,29,N
Female,Yes,2,Graduate,No,7642,4534,700,360,1.0,Semiurban,61,N
Male,No,2,Graduate,Yes,6022,3540,700,360,1.0,Semiurban,36,N
Female,No,0,Not Graduate,Yes,13254,4051,700,360,1.0,Rural,30,Y
Female,No,3+,Graduate,Yes,9108,4522,700,360,1.0,Urban,33,Y
Male,No,0,Graduate,No,5318,2991,700,360,0.0,Semiurban,57,N
Male,No,2,Graduate,No,8324,3487,700,360,1.0,Rural,55,Y
Female,No,0,Graduate,Yes,7646,0,700,360,1.0,Urban,34,N
Male,No,3+,Graduate,No,6132,3242,700,360,1.0,Urban,25,N
Male,Yes,2,Graduate,No,7802,0,700,360,1.0,Rural,37,N
Male,Yes,3+,Graduate,No,7302,4217,700,360,1.0,Urban,30,N
Male,Yes,0,Graduate,No,6549,0,700,360,1.0,Urban,53,N
Male,Yes,1,Graduate,No,5873,2697,700,360,0.0,Semiurban,35,N
Male,No,2,Graduate,No,6314,3681,700,240,1.0,Urban,43,N
Female,No,2,Graduate,No,4896,3029,700,360,0.0,Rural,23,N
Male,No,1,Graduate,No,9020,2836,700,360,1.0,Semiurban,33,Y
Male,No,0,Graduate,No,6207,2776,700,360,1.0,Semiurban,33,N
Female,Yes,0,Graduate,No,8344,4076,700,360,1.0,Semiurban,48,Y
Female,No,0,Graduate,No,6697,2320,700,360,1.0,Urban,33,N
Female,Yes,3+,Not Graduate,No,6342,0,700,360,1.0,Urban,46,N
Male,Yes,2,Graduate,No,5496,0,700,360,1.0,Semiurban,28,N
Female,Yes,0,Graduate,No,7246,5192,700,360,1.0,Urban,23,N
Male,No,3+,Not Graduate,No,5937,0,700,360,1.0,Semiurban,22,N
Male,Yes,0,Not Graduate,No,7552,4213,700,360,1.0,Semiurban,62,N
Male,No,0,Graduate,Yes,10458,3806,700,360,1.0,Urban,35,Y
Male,Yes,0,Not Graduate,No,4518,2248,700,180,1.0,Urban,35,N
Female,Yes,3+,Graduate,No,6147,0,700,360,0.0,Rural,35,N
Male,Yes,2,Graduate,No,7269,2314,700,360,1.0,Semiurban,50,N
Female,Yes,0,Graduate,No,3932,0,700,360,1.0,Urban,30,N
Female,No,1,Graduate,No,4998,3646,700,360,1.0,Urban,43,N
Male,Yes,0,Graduate,No,5463,2585,700,180,0.0,Semiurban,49,N
Male,No,0,Graduate,No,7952,4172,700,360,0.0,Semiurban,62,N
Male,No,0,Not Graduate,No,4272,7352,700,360,0.0,Rural,27,N
Male,No,0,Graduate,No,6226,0,700,360,1.0,Rural,62,N
Male,Yes,3+,Graduate,No,6267,3551,700,360,1.0,Semiurban,21,N
Female,No,1,Graduate,No,5679,0,700,360,1.0,Rural,26,N
Male,Yes,0,Not Graduate,No,11079,4640,700,360,1.0,Rural,39,Y
Male,Yes,0,Not Graduate,No,4883,4101,700,360,1.0,Semiurban,40,N
Female,Yes,0,Graduate,No,7215,0,700,360,0.0,Semiurban,58,N
Male,No,0,Not Graduate,No,5518,2430,700,360,1.0,Urban,24,N
Female,Yes,1,Not Graduate,No,5934,3957,700,360,1.0,Rural,36,N
Male,Yes,0,Not Graduate,Yes,6449,0,700,360,1.0,Urban,57,N
Male,Yes,2,Graduate,No,7977,0,700,360,1.0,Urban,23,N
Male,Yes,0,Graduate,Yes,3890,3132,700,360,1.0,Semiurban,24,N
Male,Yes,0,Graduate,No,7692,0,700,360,1.0,Urban,63,N
Male,No,3+,Not Graduate,Yes,6368,0,700,360,1.0,Urban,28,N
Female,Yes,0,Not Graduate,No,8033,2223,700,360,0.0,Semiurban,32,N
Male,No,0,Graduate,No,15378,2860,700,360,1.0,Urban,61,Y
Female,No,0,Graduate,No,5941,0,700,360,1.0,Rural,61,N
Male,No,0,Graduate,No,6669,4655,700,360,1.0,Rural,36,N
Male,Yes,0,Graduate,No,7897,4540,700,360,1.0,Rural,48,Y
Male,Yes,0,Graduate,No,7105,0,700,360,0.0,Urban,49,N
Female,Yes,3+,Graduate,No,7421,0,700,360,1.0,Urban,37,N
Male,Yes,2,Graduate,Yes,6153,0,700,360,1.0,Rural,50,N
Male,No,1,Not Graduate,No,5877,2903,700,120,1.0,Semiurban,30,N
Female,Yes,0,Graduate,No,7164,4603,700,360,1.0,Semiurban,35,N
Male,No,1,Not Graduate,No,7350,0,700,360,1.0,Rural,53,N
Female,No,0,Graduate,No,5600,2774,700,360,1.0,Rural,54,N
Male,Yes,0,Graduate,No,6400,0,700,240,0.0,Semiurban,45,N
Female,No,0,Graduate,No,7911,0,700,240,0.0,Rural,31,N
Female,Yes,0,Not Graduate,No,5055,0,700,120,1.0,Semiurban,22,N
Female,Yes,0,Graduate,No,6798,0,700,360,1.0,Semiurban,40,N
Male,No,0,Graduate,No,10270,1769,700,360,1.0,Urban,23,N
Male,No,0,Graduate,No,6077,2840,700,360,1.0,Semiurban,24,N
Female,Yes,0,Graduate,Yes,7174,3233,700,360,0.0,Urban,62,N
Male,Yes,0,Graduate,No,4782,0,700,180,1.0,Rural,34,N
Male,Yes,0,Graduate,No,3803,2711,700,360,1.0,Urban,23,N
Female,Yes,0,Graduate,Yes,7018,3634,700,240,0.0,Semiurban,52,N
Male,No,0,Graduate,No,7782,3705,700,360,1.0,Semiurban,42,N
Male,No,0,Graduate,No,6181,2776,700,360,1.0,Semiurban,37,N
Male,No,0,Not Graduate,No,11835,5587,700,360,1.0,Rural,36,Y
Male,No,0,Graduate,No,8361,2782,700,360,1.0,Semiurban,58,N
Male,Yes,2,Not Graduate,No,8984,0,700,360,1.0,Urban,52,N
Female,Yes,0,Graduate,Yes,9199,0,700,360,1.0,Semiurban,57,N
Male,Yes,0,Graduate,No,7256,0,700,360,0.0,Semiurban,45,N
Female,No,0,Graduate,No,5196,2855,700,360,0.0,Urban,48,N
Female,No,0,Graduate,No,6323,0,700,120,0.0,Rural,33,N
Female,No,0,Not Graduate,No,7024,0,700,360,1.0,Rural,49,N
Male,Yes,3+,Not Graduate,No,9259,1678,700,360,0.0,Urban,53,N
Female,Yes,2,Graduate,No,6621,0,700,360,1.0,Semiurban,25,N
Male,No,0,Graduate,No,9274,0,700,120,1.0,Urban,26,N
Male,Yes,1,Graduate,Yes,5993,2226,700,360,1.0,Semiurban,53,N
Female,No,0,Graduate,No,9219,5096,700,360,1.0,Rural,36,Y
Male,Yes,0,Graduate,No,6835,2324,700,360,1.0,Rural,43,N
Female,Yes,2,Graduate,No,8642,0,700,360,1.0,Semiurban,55,N
Male,No,0,Graduate,No,6491,0,700,360,1.0,Urban,34,N
Female,Yes,0,Graduate,Yes,5538,0,700,360,1.0,Semiurban,42,N
Male,No,1,Graduate,No,5837,3925,700,360,1.0,Semiurban,59,N
Female,No,1,Graduate,No,6994,0,700,360,0.0,Rural,32,N
Male,Yes,3+,Graduate,No,4806,3911,700,360,1.0,Rural,43,N
Male,No,2,Graduate,No,6569,1606,700,360,1.0,Rural,58,N
Male,Yes,2,Graduate,Yes,7322,2629,700,360,1.0,Urban,60,N
Male,Yes,0,Graduate,Yes,8696,2084,700,360,1.0,Urban,48,N
Male,No,0,Graduate,No,5680,0,700,360,1.0,Rural,48,N
Male,Yes,2,Not Graduate,No,10002,0,700,360,1.0,Urban,36,N
Male,Yes,3+,Graduate,No,5398,0,700,360,1.0,Urban,38,N
Male,No,0,Graduate,No,4482,3593,700,360,1.0,Semiurban,58,N
Male,Yes,3+,Not Graduate,No,5353,3888,700,360,1.0,Urban,42,N
Female,No,0,Graduate,No,6553,2992,700,360,1.0,Semiurban,29,N
Female,No,0,Not Graduate,No,6629,0,700,360,1.0,Semiurban,51,N
Female,Yes,0,Graduate,No,7612,2290,700,360,1.0,Urban,25,N
Female,Yes,0,Graduate,No,7745,4002,700,360,1.0,Semiurban,31,N
Male,Yes,2,Graduate,No,5629,3760,700,360,1.0,Semiurban,24,N
Male,Yes,0,Graduate,No,7682,0,700,360,1.0,Rural,49,N
Male,No,3+,Graduate,Yes,9349,2325,700,240,0.0,Semiurban,45,N
Female,No,1,Graduate,No,6295,0,700,240,1.0,Semiurban,57,N
Female,Yes,0,Graduate,No,4538,4138,700,360,1.0,Semiurban,41,N
Male,Yes,2,Graduate,No,4895,1765,700,360,1.0,Rural,60,N
Male,No,0,Not Graduate,No,4710,0,700,360,0.0,Rural,48,N
Male,Yes,2,Not Graduate,Yes,7038,5714,700,360,1.0,Urban,52,N
Male,No,0,Graduate,No,8477,0,700,360,1.0,Semiurban,27,N
Male,No,0,Graduate,No,7617,2486,700,360,1.0,Rural,48,N
Male,Yes,1,Graduate,No,7252,0,700,360,1.0,Urban,58,N
Female,Yes,3+,Graduate,No,6391,0,700,360,1.0,Semiurban,32,N
Male,No,1,Not Graduate,No,8010,0,700,240,1.0,Rural,62,N
Female,Yes,1,Graduate,No,8194,0,700,360,1.0,Rural,40,N
Female,Yes,2,Not Graduate,No,9836,5502,700,360,0.0,Semiurban,25,N
Female,No,0,Not Graduate,Yes,6610,0,700,180,1.0,Semiurban,28,N
Female,No,2,Graduate,No,6427,3006,700,360,0.0,Urban,57,N
Female,Yes,0,Graduate,No,6928,3924,700,360,1.0,Urban,24,N
Female,Yes,0,Graduate,No,9287,2631,700,120,1.0,Semiurban,26,N
Female,Yes,0,Not Graduate,Yes,8831,0,700,360,1.0,Rural,43,N
Male,Yes,0,Graduate,No,7835,0,700,360,1.0,Urban,56,N
Female,Yes,0,Graduate,No,5651,4092,700,360,1.0,Urban,25,N
Female,Yes,0,Graduate,No,6244,2213,700,360,1.0,Semiurban,42,N
Female,Yes,0,Graduate,No,10386,1755,700,360,1.0,Semiurban,29,Y
Female,Yes,1,Not Graduate,No,10681,3706,700,360,1.0,Semiurban,40,N
Male,Yes,1,Not Graduate,No,7184,0,700,240,1.0,Semiurban,28,N
Male,Yes,1,Graduate,No,5228,2181,700,360,0.0,Semiurban,49,N
Male,Yes,0,Graduate,No,5404,3222,700,360,1.0,Urban,27,N
Male,Yes,2,Not Graduate,No,6582,3839,700,240,0.0,Urban,30,N
Female,No,0,Graduate,No,5236,2431,700,240,0.0,Semiurban,53,N
Male,Yes,1,Graduate,No,7390,3479,700,360,0.0,Urban,64,N
Male,No,0,Graduate,No,6815,2507,700,360,0.0,Semiurban,25,N
Male,No,1,Graduate,No,11673,0,700,360,1.0,Urban,28,Y
Male,Yes,0,Graduate,No,7900,0,700,240,1.0,Urban,60,N
Female,No,2,Graduate,No,7776,3051,700,360,1.0,Semiurban,61,N
Female,Yes,3+,Graduate,No,6111,0,700,360,1.0,Rural,23,N
Male,Yes,2,Graduate,No,6521,2411,700,360,0.0,Urban,51,N
Male,Yes,0,Graduate,Yes,7211,0,700,360,0.0,Semiurban,35,N
Male,Yes,0,Graduate,No,6009,0,700,360,1.0,Semiurban,32,N
Male,Yes,3+,Graduate,No,6902,2799,700,360,1.0,Rural,42,N
Male,Yes,0,Graduate,No,5344,0,700,360,1.0,Urban,25,N
Female,No,3+,Graduate,No,6282,2134,700,360,1.0,Semiurban,34,N
Male,No,0,Graduate,No,6075,2890,700,240,0.0,Semiurban,41,N
Male,Yes,3+,Graduate,No,7155,0,700,360,1.0,Urban,62,N
Male,Yes,3+,Graduate,No,4925,4027,700,360,1.0,Urban,42,N
Female,Yes,1,Graduate,Yes,7165,3396,700,360,1.0,Rural,59,N
Female,Yes,0,Graduate,No,7037,6640,700,360,1.0,Urban,56,N
Female,No,0,Graduate,No,10165,3693,700,360,1.0,Urban,29,Y
Male,Yes,3+,Graduate,No,8009,0,700,360,1.0,Semiurban,63,N
Female,Yes,3+,Graduate,No,7935,4037,700,360,1.0,Semiurban,58,N
Male,No,0,Not Graduate,No,6341,3117,700,360,1.0,Semiurban,25,N
Male,No,0,Graduate,No,4934,2761,700,360,1.0,Semiurban,37,N
Male,Yes,2,Graduate,No,8758,0,700,360,1.0,Urban,38,N
Male,Yes,1,Graduate,No,5408,0,700,120,1.0,Semiurban,62,N
Female,Yes,2,Not Graduate,No,7417,0,700,360,1.0,Urban,45,N
Female,Yes,2,Not Graduate,No,5733,0,700,360,1.0,Semiurban,45,N
Male,Yes,3+,Graduate,No,6436,7239,700,360,1.0,Urban,39,Y
Female,Yes,0,Graduate,Yes,8795,3857,700,360,0.0,Semiurban,64,N
Female,No,0,Graduate,No,6506,2302,700,360,1.0,Urban,36,N
Female,Yes,0,Graduate,No,6585,0,700,120,1.0,Semiurban,27,N
Male,Yes,3+,Not Graduate,Yes,10565,0,700,180,0.0,Rural,64,N
Male,Yes,0,Graduate,Yes,4823,1771,700,360,1.0,Semiurban,49,N
Male,Yes,0,Graduate,No,6918,0,700,360,1.0,Rural,27,N
Female,Yes,0,Not Graduate,No,6703,3903,700,240,1.0,Rural,49,N
Male,Yes,0,Graduate,No,5129,3126,700,360,1.0,Urban,61,N
Male,Yes,2,Graduate,No,6847,0,700,360,1.0,Semiurban,23,N
Male,Yes,2,Graduate,No,8394,3133,700,360,1.0,Urban,64,N
Male,Yes,1,Graduate,No,8597,3066,700,360,1.0,Semiurban,63,N
Female,Yes,0,Graduate,No,6000,0,700,360,1.0,Rural,29,N
Female,Yes,3+,Graduate,No,4302,5655,700,360,0.0,Urban,54,N
Female,Yes,0,Graduate,No,9105,2528,700,120,1.0,Semiurban,42,N
Female,Yes,1,Graduate,No,4884,3160,700,240,1.0,Semiurban,23,N
Male,Yes,0,Graduate,No,5782,4780,700,360,1.0,Semiurban,50,N
Male,No,0,Graduate,Yes,7426,0,700,240,1.0,Semiurban,33,N
Male,No,0,Graduate,No,5607,0,700,360,1.0,Urban,24,N
Male,Yes,1,Not Graduate,Yes,9233,0,700,180,0.0,Semiurban,54,N
Male,No,1,Not Graduate,No,7361,4277,700,360,1.0,Urban,36,N
Female,Yes,0,Graduate,No,9116,2544,700,360,1.0,Semiurban,34,Y
Male,No,0,Graduate,No,5304,1871,700,360,1.0,Urban,28,N
Female,Yes,3+,Graduate,No,6852,0,700,360,0.0,Urban,35,N
Male,Yes,0,Graduate,No,6733,3050,700,360,1.0,Semiurban,46,N
Male,Yes,0,Not Graduate,No,6968,6313,700,360,1.0,Semiurban,33,N
Male,Yes,0,Not Graduate,Yes,6143,0,700,360,1.0,Rural,29,N
Male,No,2,Not Graduate,No,6087,4647,700,360,1.0,Urban,46,N
Male,Yes,0,Not Graduate,No,9120,0,700,180,1.0,Semiurban,54,N
Male,Yes,3+,Graduate,Yes,7508,0,700,360,1.0,Urban,60,N
Male,Yes,0,Graduate,No,5957,0,700,240,1.0,Rural,52,N
Male,Yes,0,Not Graduate,No,10560,3053,700,120,1.0,Rural,31,N
Male,Yes,0,Not Graduate,No,5085,3249,700,360,1.0,Semiurban,56,N
Female,Yes,1,Not Graduate,No,7813,3017,700,360,0.0,Urban,24,N
Female,Yes,0,Graduate,No,5805,3219,700,360,1.0,Semiurban,23,N
Male,No,1,Graduate,No,10290,0,700,360,1.0,Rural,42,N
Female,Yes,0,Graduate,No,8213,2867,700,360,1.0,Semiurban,33,N
Female,Yes,0,Graduate,No,4676,1742,700,120,1.0,Semiurban,54,N
Female,Yes,3+,Graduate,No,6223,3611,700,180,0.0,Rural,31,N
Male,No,2,Not Graduate,No,4684,2891,700,360,1.0,Urban,59,N
Male,Yes,0,Not Graduate,Yes,6320,0,700,360,1.0,Rural,34,N
Female,Yes,1,Graduate,No,7692,3667,700,360,1.0,Rural,50,N
Male,No,1,Graduate,No,6232,2910,700,360,1.0,Semiurban,26,N
Female,Yes,0,Graduate,No,5842,0,700,360,1.0,Semiurban,31,N
Female,Yes,0,Graduate,No,5565,6479,700,240,1.0,Urban,58,N
Male,Yes,0,Graduate,Yes,6003,0,700,240,1.0,Urban,24,N
Male,No,0,Graduate,No,7188,2149,700,120,1.0,Semiurban,56,N
Male,No,2,Not Graduate,No,5111,3818,700,360,1.0,Urban,42,N
Male,No,0,Graduate,No,4710,0,700,360,1.0,Semiurban,30,N
Male,Yes,0,Graduate,No,7458,0,700,360,1.0,Rural,39,N
